,word_upper,word_lower,pos,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,num_meanings_human,num_synonyms_human,num_meanings_wordnet,num_synonyms_wordnet,log_subtlex_frequency,log_subtlex_cd,google_ngram_frequency,concreteness,imageability,familiarity,valence,arousal,glove_distinctiveness,log_topic_variability,log_document_frequency,log_orthographic_neighborhood_size,log_phonological_neighborhood_size,num_ratings_meanings,num_ratings_synonyms,Word,pos_ntlk,pos_category,num_meanings_human_demean,num_synonyms_human_demean,num_meanings_wordnet_demean,num_synonyms_wordnet_demean,log_subtlex_frequency_demean,log_subtlex_cd_demean,google_ngram_frequency_demean,arousal_demean,concreteness_demean,familiarity_demean,imageability_demean,valence_demean,glove_distinctiveness_demean,log_topic_variability_demean,log_document_frequency_demean,log_orthographic_neighborhood_size_demean,log_phonological_neighborhood_size_demean,acc_demean,num_meanings_human_zscore,num_synonyms_human_zscore,num_meanings_wordnet_zscore,num_synonyms_wordnet_zscore,log_subtlex_frequency_zscore,log_subtlex_cd_zscore,google_ngram_frequency_zscore,arousal_zscore,concreteness_zscore,familiarity_zscore,imageability_zscore,valence_zscore,glove_distinctiveness_zscore,log_topic_variability_zscore,log_document_frequency_zscore,log_orthographic_neighborhood_size_zscore,log_phonological_neighborhood_size_zscore,acc_zscore
10,PROSTITUTES,prostitutes,n,0.8741721854304636,68,6,64,13,0.1688311688311688,0.918918918918919,1.5714285714285714,3.863636363636364,2,13,2.1673,2.0294,-12.618813104505804,4.42307692307692,4.53846153846154,4.70833333333333,2.03846153846154,4.09090909090909,0.1188312837175009,1.998096,2.833213,0.6931471805599453,0.6931471805599453,28.0,22.0,prostitutes,NNS,NOUN,0.15502717657711096,2.1492787930539095,-1.2641062114746324,4.2769084874348025,0.08814978662873374,0.14382527264106204,0.24467612216282753,1.117140298561099,1.239841967641354,0.22373326116204417,1.4927321037237151,-0.9854201904716109,0.0227839761152083,-0.4177020366032209,-1.0784271808199124,-0.20929142073095475,-0.5059351147970405,0.07743459707160694,0.46683550117412065,2.127376232354373,-0.29772565139097174,0.3711448344513909,0.12495534644574682,0.22481657607908087,0.13083247726493183,1.6606001739830565,1.2812247279532325,0.4011973890032001,1.432554584344421,-1.2645233179168285,0.8192965321875728,-0.5499089495469713,-0.8236996984703104,-0.23104011612736028,-0.4446995652804947,1.311166151041247
11,MONTGOMERY,montgomery,n,0.913793103448276,76,7,83,8,0.0879120879120879,0.9156626506024096,1.3846153846153846,0.1052631578947368,3,9,2.49,1.9777,-12.022423844904996,3.85185185185185,2.79166666666667,3.5,3.21428571428571,2.47826086956522,0.1093125447320661,2.084636,3.583519,0.0,0.0,26.0,19.0,montgomery,NN,NOUN,-0.03178601023607586,-1.6090944126877178,-0.2641062114746324,0.27690848743480245,0.41084978662873395,0.09212527264106218,0.8410653817636362,-0.495507922782771,0.668616896416284,-0.9846000721712862,-0.2540627680711549,0.19040398535255898,0.013265237129773497,-0.33116203660322086,-0.3281211808199127,-0.9024386012909,-1.1990822953569857,0.11705551508941936,-0.0957176563910607,-1.5926966851527522,-0.06220299618333503,0.024029776421242984,0.5823936663803593,0.14400312257501233,0.44973194141389655,-0.7365597175599957,0.6909336218433999,-1.7655800309520382,-0.24382056378612613,0.2443326021028402,0.4770090489962707,-0.4359781655824194,-0.25061805053689346,-0.996216273518872,-1.0539520975821157,1.9820498198759406
12,HELLHOLE,hellhole,n,0.9236111111111112,64,6,69,5,0.0675675675675675,0.9142857142857144,1.1851851851851851,2.782608695652174,1,6,1.8976,1.8573,-15.466497546459648,2.04,3.19230769230769,4.64285714285714,1.14285714285714,3.84,0.0892282026243402,,,0.0,0.0,27.0,23.0,hellhole,NN,NOUN,-0.23121620966627532,1.0682511250697193,-2.2641062114746324,-2.7230915125651975,-0.1815502133712663,-0.02827472735893788,-2.603008319791016,0.8662312076520089,-1.1432349554355659,0.15825707068585348,0.14657825756986487,-1.881024586076011,-0.006819104977952406,,,-0.9024386012909,-1.1990822953569857,0.1268735227522545,-0.6962646001970277,1.0573649453964242,-0.5332483065986084,-0.23630651710136794,-0.2573536553713121,-0.04419687359307055,-1.391872749204564,1.2876302967400348,-1.181393220259391,0.28378580467064957,0.1406691490878473,-2.413792079427149,-0.2452104510998933,,,-0.996216273518872,-1.0539520975821157,2.1482938478040357
13,HOOTERS,hooters,n,0.8787878787878788,72,7,73,13,0.1511627906976744,0.9113924050632912,2.2758620689655173,2.56,3,17,2.0755,1.8261,-16.199409261460847,3.69230769230769,4.40740740740741,4.37931034482759,3.17241379310345,3.27272727272727,0.1020166961229513,,,1.6094379124341005,2.19722457733622,29.0,25.0,hooters,NNS,NOUN,0.8594606741140569,0.8456424294175455,-0.2641062114746324,8.276908487434802,-0.0036502133712663642,-0.05947472735893777,-3.335920034792215,0.29895848037927886,0.509072736872124,-0.10528972734369635,1.3616779726695851,0.14853206417029918,0.005969388520658703,,,0.7069993111432005,0.9981422819792343,0.08205029042902212,2.5881059269625024,0.8370247783709339,-0.06220299618333503,0.7182598924815388,-0.005174302671072024,-0.09296630781602871,-1.7837730884877099,0.4443940525384141,0.5260642854735705,-0.18880502380267486,1.3067837271554226,0.19060118761294348,0.21465521599592266,,,0.7804677438664335,0.8773327367528334,1.3893216670857385
14,GARGOYLES,gargoyles,n,0.90625,72,7,73,8,0.0987654320987654,0.9113924050632912,1.5185185185185186,0.8,2,2,1.3617,1.1461,-15.043805493564427,4.52,4.73076923076923,4.375,2.46153846153846,3.59090909090909,0.0962023382499178,,,0.6931471805599453,0.6931471805599453,27.0,20.0,gargoyles,NNS,NOUN,0.10211712366705816,-0.9143575705824545,-1.2641062114746324,-6.7230915125651975,-0.7174502133712664,-0.7394747273589379,-2.1803162668957956,0.617140298561099,1.3367650445644337,-0.1096000721712862,1.685039796031405,-0.5623432673946911,0.00015503064762519003,,,-0.20929142073095475,-0.5059351147970405,0.10951241164114334,0.30750672016437464,-0.9050396671743504,-0.29772565139097174,-0.5834215751315158,-1.017010288941063,-1.1558898742138388,-1.1658521309618124,0.9173630997668879,1.3813828497979066,-0.19653431305341354,1.6171096465239285,-0.7216172158536781,0.0055747983293104215,,,-0.23104011612736028,-0.4446995652804947,1.8543257496384977
15,SOLOMON,solomon,n,0.8765432098765432,70,7,72,13,0.1529411764705882,0.9090909090909092,1.148148148148148,0.0434782608695652,1,1,2.1931,1.8195,-11.549141511022244,3.65384615384615,3.0,3.75862068965517,3.10344827586207,2.31818181818182,0.1082155831188949,2.327278,3.610918,0.0,0.0,27.0,23.0,solomon,NN,NOUN,-0.2682532467033125,-1.6708793097128893,-2.2641062114746324,-7.7230915125651975,0.11394978662873356,-0.06607472735893793,1.314347715646388,-0.6555869741661708,0.4706111984105843,-0.7259793825161163,-0.04572943473782498,0.07956654692891885,0.012168275516602295,-0.08852003660322083,-0.30072218081991275,-0.9024386012909,-1.1990822953569857,0.07980562151768655,-0.8077947469038507,-1.6538519535500409,-0.5332483065986084,-0.6702003396390528,0.16152773149164987,-0.10328291890165477,0.7028040419534085,-0.9745130891469914,0.4863189990272712,-1.3018226759081142,-0.04388591309166028,0.10210238727662857,0.43756304356378856,-0.11653752214901522,-0.22969077010500608,-0.996216273518872,-1.0539520975821157,1.3513136705552449
16,HEMORRHAGING,hemorrhaging,v,0.8650306748466258,70,7,71,15,0.1744186046511628,0.9090909090909092,1.3333333333333333,1.6666666666666667,1,3,1.8451,1.7924,-15.33892108598683,3.24,3.75,4.44444444444444,1.14285714285714,4.25,0.0863077804423689,,,0.0,0.0,27.0,18.0,hemorrhaging,VBG,VERB,-0.08306806151812718,-0.047690903915787786,-2.2641062114746324,-5.7230915125651975,-0.2340502133712663,-0.09317472735893784,-2.4754318593181974,1.276231207652009,0.05676504456443432,-0.040155627726846,0.704270565262175,-1.881024586076011,-0.009739527159923697,,,-0.9024386012909,-1.1990822953569857,0.0682930864877691,-0.25014401336973807,-0.047204902322505835,-0.5332483065986084,-0.49664281062397886,-0.331774206336813,-0.14564354926839085,-1.3236554494664112,1.8970846975972933,0.058659716865108215,-0.07200687512495886,0.6758788294084285,-2.413792079427149,-0.35022687817627274,,,-0.996216273518872,-1.0539520975821157,1.1563769521534488
17,UNICORN,unicorn,n,0.9050632911392406,70,7,73,8,0.0987654320987654,0.9090909090909092,1.0769230769230769,0.08,1,1,2.1038,1.5798,-13.67098605950053,3.8,4.92,4.78571428571429,4.25,3.68181818181818,0.1294185679666638,0.916291,1.791759,0.6931471805599453,0.6931471805599453,26.0,25.0,unicorn,JJ,ADJ,-0.33947831792838357,-1.6343575705824545,-2.2641062114746324,-7.7230915125651975,0.02464978662873385,-0.30577472735893774,-0.8074968328318981,0.7080493894701889,0.6167650445644339,0.30111421354300383,1.874270565262175,1.226118271066849,0.033371260364371186,-1.499507036603221,-2.1198811808199123,-0.20929142073095475,-0.5059351147970405,0.10832570278038389,-1.022275798263124,-1.6177023948974212,-0.5332483065986084,-0.6702003396390528,0.03494191813509352,-0.4779634760568824,-0.43178226828639094,1.0524971132607353,0.6373510875232073,0.5399565341234998,1.798711827708567,1.573394942867841,1.2000081879039466,-1.974116157159313,-1.619159383674546,-0.23104011612736028,-0.4446995652804947,1.8342317277385756
18,YAHOO,yahoo,n,0.9325842696629212,78,8,88,4,0.0434782608695652,0.9069767441860463,1.9655172413793105,0.925925925925926,3,9,2.1761,1.9912,-14.251059739948277,3.15384615384615,2.96296296296296,4.68965517241379,3.44827586206897,3.5,0.096110379959649,,,0.0,0.0,29.0,27.0,yahoo,NN,NOUN,0.5491158465278501,-0.7884316446565285,-0.2641062114746324,0.27690848743480245,0.09694978662873366,0.10562527264106225,-1.3875705132796448,0.526231207652009,-0.029388801589415703,0.20505510024250384,-0.08276647177486485,0.4243941331358192,6.307235735639183e-05,,,-0.9024386012909,-1.1990822953569857,0.13584668130406452,1.653560214901887,-0.780397009033484,-0.06220299618333503,0.024029776421242984,0.13742964832186877,0.16510528161379248,-0.7419575152140829,0.7822290862730404,-0.030369724774603406,0.3677038022500273,-0.07942985099290195,0.5445963889582014,0.0022680397573140955,,,-0.996216273518872,-1.0539520975821157,2.3002324153952087
19,POTBELLY,potbelly,n,0.94,67,7,74,2,0.0263157894736842,0.9054054054054054,1.5384615384615383,1.8636363636363635,2,7,0.7782,0.7782,-16.242279753020846,3.5,4.53846153846154,4.58333333333333,2.38461538461538,2.5,0.0724173487704213,,,,,26.0,22.0,potbelly,RB,ADV,0.12206014361007789,0.149278793053909,-1.2641062114746324,-1.7230915125651975,-1.3009502133712663,-1.1073747273589378,-3.3787905263522138,-0.47376879234799096,0.3167650445644341,0.09873326116204417,1.4927321037237151,-0.6392663443177709,-0.0236299588318713,,,,,0.14326241164114328,0.36756141454497065,0.1477575442347314,-0.29772565139097174,-0.14952775259383097,-1.8441415553862015,-1.730962786092889,-1.8066966682910035,-0.7042450621592966,0.3273378532420828,0.177048000731968,1.432554584344421,-0.8203274162288008,-0.8497175044773905,,,,,2.4257997324723015
20,WOLVERINE,wolverine,n,0.884393063583815,75,8,78,12,0.1333333333333333,0.9036144578313252,1.9583333333333333,0.16,3,9,1.5185,1.1761,-14.883368622193515,4.5,4.48,4.67857142857143,3.14285714285714,4.45454545454545,0.0882109662654978,1.098612,1.609438,0.0,0.0,24.0,25.0,wolverine,NN,NOUN,0.5419319384818728,-1.5543575705824546,-0.2641062114746324,0.27690848743480245,-0.5606502133712663,-0.7094747273589379,-2.0198793955248835,1.4807766621974587,1.316765044564434,0.1939713564001435,1.4342705652621754,0.11897541392398914,-0.007836341336794797,-1.317186036603221,-2.3022021808199127,-0.9024386012909,-1.1990822953569857,0.08765547522495831,1.6319272123078907,-1.5385176473726356,-0.06220299618333503,0.024029776421242984,-0.7947409100574337,-1.1089961874609942,-1.080063811527344,2.201136227958446,1.360715300845832,0.3478284870338665,1.3764498454418488,0.152673130325946,-0.2817895897454249,-1.734088719405661,-1.7584156592912528,-0.996216273518872,-1.0539520975821157,1.4842318087110167
21,PSST,psst,,0.9483870967741936,64,7,83,1,0.0119047619047619,0.9014084507042254,1.0,0.7142857142857143,0,0,2.4048,2.2504,-16.188895903709525,1.67857142857143,2.26086956521739,4.0,3.07142857142857,2.5,0.0508703094302782,,,,,19.0,14.0,psst,NN,NOUN,-0.41640139485146044,-1.0000718562967403,-3.2641062114746324,-8.723091512565198,0.32564978662873356,0.3648252726410621,-3.3254066770408937,-0.47376879234799096,-1.504663526864136,-0.4846000721712862,-0.7848598695204352,0.04754684249541885,-0.045176998172014406,,,,,0.15164950841533698,-1.2539153337311397,-0.9898804680937637,-0.768770961806245,-0.7569791041465898,0.4616197436706315,0.5702667351583692,-1.7781514175750799,-0.7042450621592966,-1.5548853548933161,-0.8689824778671098,-0.7532192825120391,0.06101365854905124,-1.6245346180936922,,,,,2.567814772411887
22,HEIL,heil,,0.9251700680272108,63,7,73,4,0.0519480519480519,0.9,1.2105263157894737,0.8571428571428571,0,0,2.2041,1.7076,-14.795322592261046,2.30769230769231,2.07407407407407,2.68965517241379,2.3448275862069,2.80952380952381,0.0451289553284958,,,,,19.0,14.0,heil,NN,NOUN,-0.20587507906198677,-0.8572147134395974,-3.2641062114746324,-8.723091512565198,0.12494978662873368,-0.17797472735893782,-1.9318333655924143,-0.16424498282418076,-0.8755426477432557,-1.7949448997574962,-0.971655360663755,-0.6790541427262511,-0.050918352273796805,,,,,0.12843247966835414,-0.6199544998186755,-0.848479133228075,-0.768770961806245,-0.7569791041465898,0.17712060883680258,-0.27819637048976475,-1.0329841042490775,-0.24414592097785792,-0.9047660265931541,-3.2186864100896866,-0.9324843606226381,-0.8713844164228178,-1.8309898690062572,,,,,2.1746909831495103
23,ENEMA,enema,n,0.8982035928143712,72,8,78,9,0.1034482758620689,0.9,1.125,0.4545454545454545,1,2,1.8633,1.7243,-14.208223252236849,4.34615384615385,3.88,4.17857142857143,1.46428571428571,2.59090909090909,0.0887918451871249,,,1.0986122886681098,0.6931471805599453,24.0,22.0,enema,NN,NOUN,-0.29140139485146044,-1.2598121160370002,-2.2641062114746324,-6.7230915125651975,-0.2158502133712663,-0.16127472735893789,-1.3447340255682168,-0.382859701438901,1.1629188907182844,-0.3060286435998565,0.8342705652621749,-1.559596014647441,-0.00725546241516771,,,0.19617368737720975,-0.5059351147970405,0.10146600445551457,-0.877501088595614,-1.2469738042131977,-0.5332483065986084,-0.5834215751315158,-0.305975082002106,-0.25209221819734806,-0.7190521178460254,-0.5691110486654493,1.201734155060644,-0.5487690660510619,0.8006380514417771,-2.0013244564311172,-0.2609015724957817,,,0.21655924239258353,-0.4446995652804947,1.718079457434829
24,BAGHDAD,baghdad,n,0.9151515151515152,71,8,80,6,0.0697674418604651,0.8987341772151899,1.0,0.1,1,3,1.8751,1.5441,-12.65284785632883,4.48,3.66666666666667,4.37037037037037,2.17857142857143,3.45,0.0863800559381426,1.276293,2.890372,0.0,0.0,27.0,20.0,baghdad,NN,NOUN,-0.41640139485146044,-1.6143575705824544,-2.2641062114746324,-5.7230915125651975,-0.20405021337126628,-0.3414747273589378,0.21064137033980224,0.4762312076520092,1.2967650445644345,-0.11422970180091596,0.6209372319288451,-0.8453103003617208,-0.00966725166415,-1.139505036603221,-1.0212681808199124,-0.9024386012909,-1.1990822953569857,0.1184139267926585,-1.2539153337311397,-1.5979062080162247,-0.5332483065986084,-0.49664281062397886,-0.2892481772136696,-0.5337669632927675,0.11263351753505568,0.7079053788514239,1.3400477518937575,-0.20483614224864458,0.5959049691306442,-1.0847297386621475,-0.3476278997209714,-1.500169888511213,-0.7800418123355519,-0.996216273518872,-1.0539520975821157,2.005051210879737
25,GPS,gps,n,0.944055944055944,62,7,73,1,0.0135135135135135,0.8985507246376812,1.1111111111111112,0.6666666666666666,1,2,2.1239,1.9294,-12.062128723319132,4.30769230769231,3.57692307692308,4.70833333333333,3.48,2.72727272727273,0.0732368703919995,,,,,27.0,21.0,gps,NN,NOUN,-0.3052902837403493,-1.0476909039157878,-2.2641062114746324,-6.7230915125651975,0.044749786628733634,0.043825272641062174,0.8013605033494997,-0.24649606507526078,1.1244573522567443,0.22373326116204417,0.5311936421852552,0.456118271066849,-0.022810437210293105,,,,,0.1473183556970873,-0.9193248936106723,-1.0370142463823264,-0.5332483065986084,-0.5834215751315158,0.06343435764759926,0.0685042869029326,0.42850106871366866,-0.36641002842467024,1.1619888686143443,0.4011973890032001,0.5097792734468727,0.5853058371128996,-0.820248055456876,,,,,2.494477258510862
