,word_upper,word_lower,pos,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,num_meanings_human,num_synonyms_human,num_meanings_wordnet,num_synonyms_wordnet,log_subtlex_frequency,log_subtlex_cd,google_ngram_frequency,concreteness,imageability,familiarity,valence,arousal,glove_distinctiveness,log_topic_variability,log_document_frequency,log_orthographic_neighborhood_size,log_phonological_neighborhood_size,num_ratings_meanings,num_ratings_synonyms,num_meanings_human_demean,num_synonyms_human_demean,num_meanings_wordnet_demean,num_synonyms_wordnet_demean,log_subtlex_frequency_demean,log_subtlex_cd_demean,google_ngram_frequency_demean,arousal_demean,concreteness_demean,familiarity_demean,imageability_demean,valence_demean,glove_distinctiveness_demean,log_topic_variability_demean,log_document_frequency_demean,log_orthographic_neighborhood_size_demean,log_phonological_neighborhood_size_demean,acc_demean,num_meanings_human_zscore,num_synonyms_human_zscore,num_meanings_wordnet_zscore,num_synonyms_wordnet_zscore,log_subtlex_frequency_zscore,log_subtlex_cd_zscore,google_ngram_frequency_zscore,arousal_zscore,concreteness_zscore,familiarity_zscore,imageability_zscore,valence_zscore,glove_distinctiveness_zscore,log_topic_variability_zscore,log_document_frequency_zscore,log_orthographic_neighborhood_size_zscore,log_phonological_neighborhood_size_zscore,acc_zscore
20,WOLVERINE,wolverine,n,0.884393063583815,75,8,78,12,0.1333333333333333,0.9036144578313252,1.9583333333333333,0.16,3,9,1.5185,1.1761,-14.883368622193515,4.5,4.48,4.67857142857143,3.14285714285714,4.45454545454545,0.0882109662654978,1.098612,1.609438,0.0,0.0,24.0,25.0,0.5419319384818728,-1.5543575705824546,-0.2641062114746324,0.27690848743480245,-0.5606502133712663,-0.7094747273589379,-2.0198793955248835,1.4807766621974587,1.316765044564434,0.1939713564001435,1.4342705652621754,0.11897541392398914,-0.007836341336794797,-1.317186036603221,-2.3022021808199127,-0.9024386012909,-1.1990822953569857,0.08765547522495831,1.6319272123078907,-1.5385176473726356,-0.06220299618333503,0.024029776421242984,-0.7947409100574337,-1.1089961874609942,-1.080063811527344,2.201136227958446,1.360715300845832,0.3478284870338665,1.3764498454418488,0.152673130325946,-0.2817895897454249,-1.734088719405661,-1.7584156592912528,-0.996216273518872,-1.0539520975821157,1.4842318087110167
24,BAGHDAD,baghdad,n,0.9151515151515152,71,8,80,6,0.0697674418604651,0.8987341772151899,1.0,0.1,1,3,1.8751,1.5441,-12.65284785632883,4.48,3.66666666666667,4.37037037037037,2.17857142857143,3.45,0.0863800559381426,1.276293,2.890372,0.0,0.0,27.0,20.0,-0.41640139485146044,-1.6143575705824544,-2.2641062114746324,-5.7230915125651975,-0.20405021337126628,-0.3414747273589378,0.21064137033980224,0.4762312076520092,1.2967650445644345,-0.11422970180091596,0.6209372319288451,-0.8453103003617208,-0.00966725166415,-1.139505036603221,-1.0212681808199124,-0.9024386012909,-1.1990822953569857,0.1184139267926585,-1.2539153337311397,-1.5979062080162247,-0.5332483065986084,-0.49664281062397886,-0.2892481772136696,-0.5337669632927675,0.11263351753505568,0.7079053788514239,1.3400477518937575,-0.20483614224864458,0.5959049691306442,-1.0847297386621475,-0.3476278997209714,-1.500169888511213,-0.7800418123355519,-0.996216273518872,-1.0539520975821157,2.005051210879737
26,WOO,woo,v,0.8555555555555555,78,9,76,17,0.1827956989247312,0.896551724137931,1.5454545454545454,2.1818181818181817,2,6,2.5366,2.2765,-13.179310449492789,1.88461538461538,1.48,4.0,4.0,3.5,0.1180248056694923,1.998096,2.302585,2.995732273553991,3.8501476017100575,22.0,22.0,0.12905315060308498,0.46746061123572713,-1.2641062114746324,-2.7230915125651975,0.4574497866287337,0.39092527264106214,-0.31582122282415703,0.526231207652009,-1.298619570820186,-0.4846000721712862,-1.565729434737825,0.976118271066849,0.021977498067199702,-0.4177020366032209,-1.6090551808199125,2.0932936722630906,2.651065306353072,0.05881796719669885,0.3886195541329724,0.4626968809810379,-0.29772565139097174,-0.23630651710136794,0.6484507649516416,0.6110642426333439,-0.16887497067420007,0.7822290862730404,-1.34196417750244,-0.8689824778671098,-1.502609124558507,1.2525867916487041,0.7902961213427862,-0.5499089495469713,-1.228991897492594,2.3108200586494565,2.3301952261968375,0.9959389029951278
31,BOOMERANG,boomerang,n,0.8418079096045198,76,10,73,18,0.1978021978021978,0.8837209302325582,1.6538461538461535,0.3478260869565217,3,6,1.6812,1.4624,-14.492374809136807,4.67857142857143,4.8695652173913,4.78571428571429,3.17857142857143,3.44444444444444,0.0977881776017989,1.178655,1.386294,0.0,0.0,26.0,23.0,0.23744475899469308,-1.3665314836259328,-0.2641062114746324,-2.7230915125651975,-0.39795021337126624,-0.4231747273589379,-1.6288855824681754,0.47067565209644924,1.4953364731358638,0.30111421354300383,1.8238357826534752,0.15468969963827917,0.0017408699995063032,-1.237143036603221,-2.5253461808199127,-0.9024386012909,-1.1990822953569857,0.045070321245663125,0.7150207177469938,-1.352605631444878,-0.06220299618333503,-0.23630651710136794,-0.5641080787795861,-0.661474103549681,-0.8709927803810018,0.6996471891379044,1.5452469879179314,0.5399565341234998,1.750310256618702,0.19850286621439966,0.06260052004851113,-1.6287113015540937,-1.928852429417647,-0.996216273518872,-1.0539520975821157,0.7631560293291304
32,EISENHOWER,eisenhower,n,0.9318181818181818,53,7,70,2,0.0277777777777777,0.8833333333333333,1.0344827586206895,0.0476190476190476,1,6,2.1644,1.9138,-12.353802436699382,4.33333333333333,4.11111111111111,4.2962962962963,3.48148148148148,2.54166666666667,0.0829965071631721,1.839226,4.290459,0.0,0.0,29.0,21.0,-0.38191863623077094,-1.6667385229634069,-2.2641062114746324,-2.7230915125651975,0.08524978662873384,0.028225272641062116,0.5096867899692494,-0.4321021256813209,1.1500983778977645,-0.18830377587498592,1.0653816763732848,0.4575997525483291,-0.013050800439120505,-0.576572036603221,0.37881881918008764,-0.9024386012909,-1.1990822953569857,0.1350805934593251,-1.1500769212799606,-1.649753364133644,-0.5332483065986084,-0.23630651710136794,0.1208444969638431,0.04411956979145334,0.272538181378039,-0.6423086393079441,1.188485726245204,-0.3376654093723303,1.022432223945507,0.5872069224534557,-0.4692980491191025,-0.7590629089697627,0.289340766519148,-0.996216273518872,-1.0539520975821157,2.2872605851186516
42,FATTY,fatty,n,0.9053254437869822,71,10,82,6,0.0681818181818181,0.8765432098765432,1.8888888888888888,2.391304347826087,2,7,2.4166,2.1206,-11.281586225503368,2.92857142857143,3.95652173913043,4.85714285714286,1.71428571428571,2.83333333333333,0.092532363580974,2.125251,3.970292,1.6094379124341005,2.3978952727983707,27.0,23.0,0.4724874940374284,0.6769467772436324,-1.2641062114746324,-1.7230915125651975,0.3374497866287336,0.2350252726410622,1.581903001165264,-0.14043545901466103,-0.25466352686413574,0.3725427849715741,0.9107923043926052,-1.309596014647441,-0.0035149440213186056,-0.290547036603221,0.05865181918008755,0.7069993111432005,1.198812977441385,0.10858785542812555,1.4228081872325986,0.6700482455469292,-0.29772565139097174,-0.14952775259383097,0.478346648459068,0.36737338380772855,0.8458703963664702,-0.20875367934852262,-0.2631635453886294,0.668041898849916,0.8740749179229412,-1.6805163052119805,-0.12639503451627665,-0.38250810791289946,0.04479809729632628,0.7804677438664335,1.0537153763969536,1.8386706438190306
44,MANHATTAN,manhattan,n,0.9036144578313252,70,10,80,6,0.0697674418604651,0.875,1.5714285714285714,0.4583333333333333,2,2,2.7987,2.5821,-12.078269152982877,4.29166666666667,4.42307692307692,4.67857142857143,3.35714285714286,4.0,0.1180251652069063,2.636077,4.317488,0.0,0.0,28.0,24.0,0.15502717657711096,-1.2560242372491213,-1.2641062114746324,-6.7230915125651975,0.7195497866287339,0.6965252726410622,0.7852200736857551,1.026231207652009,1.1084317112311037,0.1939713564001435,1.3773474883390948,0.3332611282097089,0.021977857604613696,0.22027896339677877,0.4058478191800874,-0.9024386012909,-1.1990822953569857,0.10687686947246855,0.46683550117412065,-1.2432245263947892,-0.29772565139097174,-0.5834215751315158,1.0199865060575044,1.088754598355654,0.4198705068984752,1.525466160489209,1.145428332595054,0.3478284870338665,1.3218215470367103,0.4276515456566417,0.7903090500675614,0.28999947990170827,0.30998544197421857,-0.996216273518872,-1.0539520975821157,1.8096992672663783
46,DIKE,dike,n,0.8962962962962963,56,8,65,6,0.0845070422535211,0.875,1.52,1.809523809523809,3,8,1.3424,1.0792,-14.103206623625184,3.76923076923077,3.42307692307692,3.625,2.76923076923077,2.85714285714286,0.0879424685761647,1.625967,2.302585,2.8903717578961645,3.5263605246161616,25.0,21.0,0.10359860514853958,0.09516623894135456,-0.2641062114746324,-0.7230915125651975,-0.7367502133712662,-0.8063747273589379,-1.2397173969565518,-0.11662593520513109,0.5859958137952042,-0.8596000721712862,0.3773474883390948,-0.25465095970238094,-0.008104839026127908,-0.7898310366032211,-1.6090551808199125,1.9879331566052645,2.327278229259176,0.0995587079374396,0.31196792603264734,0.09419643254318232,-0.06220299618333503,-0.06274898808629399,-1.0443687010102851,-1.260462795672682,-0.6628979432832457,-0.17336143771917217,0.60555485836617,-1.5414306426808062,0.36213522370325846,-0.32677641435319893,-0.29144458695305264,-1.0398205361652375,-1.228991897492594,2.1945109156955502,2.0455975214400537,1.6857840400235888
47,MANUFACTURING,manufacturing,n,0.8181818181818182,69,10,66,20,0.2325581395348837,0.8734177215189873,1.2962962962962965,2.6206896551724137,5,13,1.9395,1.8633,-10.398441987932491,2.96,3.28571428571429,4.96666666666667,3.17857142857143,2.375,0.0659365252358484,2.935628,5.758902,0.0,0.0,27.0,29.0,-0.12010509855516394,0.9063320845899592,1.7358937885253676,4.2769084874348025,-0.13965021337126626,-0.022274727358937874,2.4650472387361404,-0.598768792347991,-0.22323495543556593,0.48206659449538414,0.23998485097646505,0.15468969963827917,-0.030110782366444197,0.5198299633967789,1.8472618191800874,-0.9024386012909,-1.1990822953569857,0.02144422982296157,-0.36167416007655967,0.8970959661483573,0.40884231423193834,0.3711448344513909,-0.1979589680293218,-0.034818136242501636,1.3181026165042198,-0.8900543307133387,-0.23068596846394182,0.8644394580970917,0.23031017928933006,0.19850286621439966,-1.0827635812791894,0.6843613965571912,1.4109334691448645,-0.996216273518872,-1.0539520975821157,0.3631057607624089
52,CONCESSION,concession,n,0.7702702702702703,61,9,53,25,0.3205128205128205,0.8714285714285714,1.8571428571428568,2.458333333333333,3,6,1.8451,1.7709,-12.467298511284994,2.44,2.69230769230769,4.75,3.11111111111111,2.72,0.0941615397602393,2.474435,2.890372,1.3862943611198906,1.3862943611198906,28.0,24.0,0.4407414622913963,0.7439757627508785,-0.2641062114746324,-2.7230915125651975,-0.2340502133712663,-0.11467472735893791,0.3961907153836375,-0.25376879234799077,-0.743234955435566,0.2653999278287138,-0.35342174243013513,0.08722938217795884,-0.0018857678420532986,0.05863696339677915,-1.0212681808199124,0.48385575982899054,0.18721206576290483,-0.026467318088586378,1.3272109186267498,0.7363941617248517,-0.06220299618333503,-0.23630651710136794,-0.331774206336813,-0.1792506914412629,0.21184990306700965,-0.37722074950418216,-0.7680422412178914,0.4759138517602828,-0.3391740125788786,0.11193558731399397,-0.06781094948891826,0.07719615448458264,-0.7800418123355519,0.5341360412641514,0.16455296702112635,-0.44815951653373803
54,YEN,yen,n,0.8983050847457628,74,11,85,7,0.0760869565217391,0.8705882352941177,1.2916666666666667,0.9047619047619048,3,8,2.4955,2.0,-12.725334726486054,3.65384615384615,3.53846153846154,3.83333333333333,3.4,2.71428571428571,0.0557977788470447,1.321756,2.484907,3.091042453358316,3.295836866004329,24.0,21.0,-0.1247347281847937,-0.8095956658205498,-0.2641062114746324,-0.7230915125651975,0.41634978662873356,0.11442527264106217,0.13815450018257813,-0.259483078062281,0.4706111984105843,-0.6512667388379563,0.4927321037237151,0.3761182710668489,-0.040249528755247906,-1.094042036603221,-1.4267331808199124,2.1886038520674163,2.0967545706473434,0.1015674963869061,-0.37561542841491286,-0.8013453549395121,-0.06220299618333503,-0.06274898808629399,0.590190105052935,0.17886076306129342,0.07387355719229735,-0.3857148874952308,0.4863189990272712,-1.1678483288954253,0.4728682610109691,0.4826472287227758,-1.4473461157355643,-1.4403173898819035,-1.0897348580786528,2.416034476580225,1.8429751539203072,1.7197979759017272
56,KETCHUP,ketchup,n,0.9074074074074074,67,10,80,5,0.0588235294117647,0.8701298701298701,1.0,0.3103448275862069,1,4,2.4928,2.281,-13.790525332545268,4.88,4.88888888888889,5.0,3.53571428571429,2.1304347826087,0.1051744062145958,1.75642,2.833213,0.0,0.0,27.0,29.0,-0.41640139485146044,-1.4040127429962477,-2.2641062114746324,-4.7230915125651975,0.41364978662873364,0.3954252726410623,-0.9270361058766365,-0.8433340097392912,1.696765044564434,0.5153999278287138,1.8431594541510652,0.511832556781139,0.009127098612303194,-0.6593780366032209,-1.0784271808199124,-0.9024386012909,-1.1990822953569857,0.11066981904855078,-1.2539153337311397,-1.3897049321967454,-0.5332483065986084,-0.4098640461164419,0.5863627624318521,0.618098295646271,-0.49570194743057955,-1.253594203971241,1.7533987309352566,0.924212628302747,1.7688549198715275,0.6568002250988842,0.3282043574915173,-0.868077844224774,-0.8236996984703104,-0.996216273518872,-1.0539520975821157,1.873923622849534
58,CAVALRY,cavalry,n,0.7874015748031497,53,8,47,19,0.2878787878787879,0.8688524590163934,1.7407407407407407,1.2173913043478262,2,4,2.5024,2.2718,-11.693381295819885,4.03846153846154,4.12,4.70833333333333,2.84615384615385,3.40909090909091,0.0930098605282997,2.140066,3.912023,0.0,0.0,27.0,23.0,0.32433934588928026,-0.49696626623462836,-1.2641062114746324,-4.7230915125651975,0.4232497866287339,0.386225272641062,1.1701079308487472,0.4353221167429191,0.8552265830259742,0.22373326116204417,1.0742705652621751,-0.17772788277930118,-0.0030374470739929077,-0.275732036603221,0.00038281918008742366,-0.9024386012909,-1.1990822953569857,-0.009336013555707012,0.9766876004053089,-0.49190185400155567,-0.29772565139097174,-0.4098640461164419,0.5999710917512584,0.6037175650420648,0.6256765797457251,0.6470950727791931,0.8837718634902572,0.4011973890032001,1.0309627690418057,-0.22806621397807628,-0.10922456387077054,-0.3630040107967123,0.0002923962311177312,-0.996216273518872,-1.0539520975821157,-0.15808263260652672
60,MINNIE,minnie,,0.8838709677419355,64,10,73,8,0.0987654320987654,0.8648648648648649,1.1153846153846154,0.3181818181818182,0,0,2.1523,1.7076,-13.3153260445732,3.44444444444444,3.33333333333333,3.46153846153846,3.57142857142857,2.73913043478261,0.0897078525886885,1.933934,2.944439,0.0,2.6390573296152584,26.0,22.0,-0.301016779466845,-1.3961757524006364,-3.2641062114746324,-8.723091512565198,0.07314978662873362,-0.17797472735893782,-0.4518368179045673,-0.23463835756538076,0.2612094890088743,-1.0230616106328263,0.28760389859550495,0.5475468424954189,-0.006339455013604098,-0.48186403660322097,-0.9672011808199126,-0.9024386012909,1.4399750342582727,0.08713337938307886,-0.9064560305291159,-1.3819478056759005,-0.768770961806245,-0.7569791041465898,0.10369233188417495,-0.27819637048976475,-0.24160481898850159,-0.3487838527515616,0.2699279950418701,-1.8345490734970358,0.276009528019487,0.7026299609873249,-0.22796255940323062,-0.6343788705168533,-0.7387455872502987,-0.996216273518872,1.2656885300525205,1.4753913882612442
61,REHABILITATION,rehabilitation,n,0.7834394904458599,64,10,59,24,0.2891566265060241,0.8648648648648649,1.5862068965517242,1.7037037037037035,4,6,1.9191,1.8451,-11.18091353400298,1.88461538461538,2.51851851851852,4.72413793103448,3.3448275862069,2.18181818181818,0.0779223778420483,1.998096,3.295837,0.0,0.0,29.0,27.0,0.16980550170026376,-0.010653866878751028,0.7358937885253676,-2.7230915125651975,-0.16005021337126624,-0.04047472735893787,1.682575692665651,-0.7919506105298111,-1.298619570820186,0.23953785886319423,-0.527210916219305,0.3209458572737489,-0.01812492976024431,-0.4177020366032209,-0.6158031808199125,-0.9024386012909,-1.1990822953569857,-0.013298097912996742,0.5113376779389122,-0.010545296986957203,0.17331965902430166,-0.23630651710136794,-0.22687666783305924,-0.06326697287256065,0.8997017939932426,-1.1772141093877704,-1.34196417750244,0.4295381162558858,-0.5059571058077653,0.41184818845372934,-0.6517603434810192,-0.5499089495469713,-0.47034876659245106,-0.996216273518872,-1.0539520975821157,-0.22517087343567863
