,word_upper,word_lower,word_lower_no_article,article,syntactic_category,category,subcategory_1,subcategory_2,subcategory_3,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,num_meanings_human,num_synonyms_human,Log Subtlex frequency,Log Subtlex CD,google_ngram_frequency,concreteness,imageability,familiarity,valence,arousal,num_ratings_meanings,num_ratings_synonyms,multi_word,log_topic_variability,log_document_frequency,log_orthographic_neighborhood_size,log_phonological_neighborhood_size,num_ratings_meanings.1,num_ratings_synonyms.1,num_meanings_human_demean,num_synonyms_human_demean,google_ngram_frequency_demean,arousal_demean,concreteness_demean,familiarity_demean,imageability_demean,valence_demean,log_topic_variability_demean,log_document_frequency_demean,log_orthographic_neighborhood_size_demean,log_phonological_neighborhood_size_demean,acc_demean,num_meanings_human_zscore,num_synonyms_human_zscore,google_ngram_frequency_zscore,arousal_zscore,concreteness_zscore,familiarity_zscore,imageability_zscore,valence_zscore,log_topic_variability_zscore,log_document_frequency_zscore,log_orthographic_neighborhood_size_zscore,log_phonological_neighborhood_size_zscore,acc_zscore
10,DOMESTICATED,domesticated,domesticated,,ADJ,,,,,0.725,40,36,76,8,0.0952380952380952,0.5263157894736842,1.4666666666666666,2.185185185185185,1.4624,1.3617,-13.233011984281756,1.96551724137931,2.0,4.43333333333333,3.4,1.90909090909091,30.0,27.0,0.0,2.355336,3.555348,0.0,0.0,30.0,27.0,0.12110045624113774,0.7254144027478502,1.3726851306646086,-1.089497925248359,-1.6194934764319693,0.11094355229087949,-1.2219773679231216,0.2515285254328332,-0.14829479235880427,-0.6385364792358801,-1.2162947248581086,-1.624480069954835,-0.0730668929053232,0.3805115071944045,0.6082501421611332,0.5486483172642562,-1.6437865042190691,-1.6253772348470858,0.16399589990985028,-1.217883028493386,0.3427965139446318,-0.176140296438753,-0.42881101215822176,-1.2172754350691373,-1.2992155646523695,-1.0923434537032137
11,A THORACIC CAVITY,a thoracic cavity,thoracic cavity,a,NOUN,human body,internal,,,0.8535031847133758,52,21,82,2,0.0238095238095238,0.7123287671232876,1.0416666666666667,0.75,,,-21.56756358761773,4.20689655172414,2.34615384615385,2.93333333333333,2.36,2.27272727272727,24.0,20.0,1.0,,,0.0,0.4054651081081644,24.0,20.0,-0.3038995437588621,-0.7097707824373349,-6.961866472671366,-0.7258615616119992,0.6218858339128603,-1.3890564477091205,-0.8758235217692718,-0.7884714745671668,,,-1.2162947248581086,-1.2190149618466706,0.05543629180805265,-0.954887182267234,-0.5951331786134807,-2.78258738287655,-1.0951479679387117,0.6241451983757467,-2.0532924849059855,-0.8728890003347509,-1.074571054560504,,,-1.2172754350691373,-0.9749354524363858,0.8287675586886178
12,BETH,beth,beth,,NOUN,common names,girl,,,0.8194444444444444,49,20,69,6,0.08,0.7101449275362319,1.2692307692307692,0.1153846153846153,,,-11.395217526077795,3.51724137931034,2.65384615384615,3.06666666666667,3.12,2.80952380952381,26.0,26.0,0.0,1.642228,4.317488,2.19722457733622,2.8903717578961645,26.0,26.0,-0.07633544119475966,-1.3443861670527197,3.2104795888685693,-0.18906502481545884,-0.06776933850093947,-1.2557231143757805,-0.5681312140769714,-0.028471474567166588,-0.8614027923588041,0.12360352076411996,0.9809298524781114,1.2658916879413296,0.021377551539121242,-0.23985470148460722,-1.1272495750453324,1.2831961130016456,-0.28525298581055075,-0.06801555030820793,-1.856200184033457,-0.5662276419715302,-0.03880244680675069,-1.023149503673325,0.0830063004522605,0.9817207857140837,1.0124261999614201,0.31959246590956236
13,A COWARD,a coward,coward,a,NOUN,people,Other,,,0.7111111111111111,39,26,57,13,0.1857142857142857,0.6,1.1666666666666667,2.814814814814815,2.8663,2.7152,-13.39328261741052,2.27586206896552,2.69230769230769,4.6,1.72,2.40909090909091,30.0,27.0,1.0,2.220109,2.995732,1.0986122886681098,1.3862943611198906,30.0,27.0,-0.17889954375886208,1.35504403237748,1.2124144975358444,-0.589497925248359,-1.3091486488457593,0.2776102189575491,-0.5296696756154318,-1.4284714745671667,-0.28352179235880426,-1.1981524792358802,-0.11768243618999885,-0.2381857088349444,-0.08695578179421204,-0.5621228618373402,1.1361860506299961,0.4845897715652877,-0.8894085168335695,-1.3139048979393064,0.4103612760005031,-0.5278949721761255,-1.9467972505636646,-0.3367590443236589,-0.8046227491275812,-0.11777732467752701,-0.19049453786448783,-1.2999810889403858
14,TO UNLACE,to unlace,unlace,to,VERB,,,,,0.7315436241610739,37,33,72,7,0.0886075949367088,0.5285714285714286,1.0384615384615383,1.96,0.301,0.301,-17.006904973558008,3.41379310344828,3.42307692307692,4.43333333333333,3.08,2.85714285714286,26.0,25.0,1.0,,,,,26.0,25.0,-0.3071046719639905,0.500229217562665,-2.4012078586116434,-0.14144597719640917,-0.17121761436299954,0.11094355229087949,0.20109955515379818,-0.06847147456716662,,,,,-0.0665232687442493,-0.9649580622782576,0.4194354172499164,-0.959738414585387,-0.21340746320240483,-0.17183966261079117,0.16399589990985028,0.20042575393654005,-0.09331658405694827,,,,,-0.9945168631418062
15,SILICON,silicon,silicon,,NOUN,chemical element,metalloid,famous,,0.8556701030927835,74,20,92,8,0.08,0.7872340425531915,1.3103448275862069,0.56,1.9445,1.6812,-11.453007784923717,4.31034482758621,3.30769230769231,4.06666666666667,3.1304347826087,2.63636363636364,29.0,25.0,0.0,1.89085,3.912023,0.6931471805599453,0.6931471805599453,29.0,25.0,-0.03522138283932197,-0.8997707824373349,3.152689330022648,-0.36222519797562924,0.7253341097749306,-0.25572311437578055,0.08571493976918854,-0.01803669195846691,-0.6127807923588042,-0.28186147923588,-0.5231475442981633,-0.9313328893948897,0.057603210187460285,-0.11066961996389935,-0.7544456027573198,1.2600979329734776,-0.5465094316583387,0.7279693106783401,-0.37800792748956646,0.08542774455033528,-0.024581367524084984,-0.7278434306506218,-0.18928488838129917,-0.5235693632274756,-0.7448550512584287,0.861162792868374
16,LOWLY,lowly,lowly,,ADJ,,,,,0.7777777777777778,44,37,89,1,0.0111111111111111,0.5432098765432098,1.4285714285714286,3.3043478260869565,1.9445,1.8261,-13.187703284181104,1.75862068965517,1.65384615384615,4.13333333333333,2.28,1.77272727272727,28.0,23.0,0.0,2.238047,2.564949,1.0986122886681098,2.5649493574615367,28.0,23.0,0.08300521814589978,1.8445770436496216,1.4179938307652602,-1.225861561611999,-1.8263900281561094,-0.18905644770912033,-1.5681312140769716,-0.8684714745671669,-0.26558379235880425,-1.6289354792358801,-0.11768243618999885,0.9404692875067018,-0.020289115127545387,0.26081190477767535,1.54665284391525,0.5667577449198306,-1.849525955324211,-1.8330254594522726,-0.27946177705331665,-1.5628770566520214,-1.1835993290608993,-0.31545280296979133,-1.0939163137984833,-0.11777732467752701,0.7521620972796561,-0.30332043980195594
17,TO ZIGZAG,to zigzag,zigzag,to,VERB,,,,,0.8888888888888888,53,12,67,3,0.0428571428571428,0.8153846153846154,1.2666666666666666,1.6153846153846154,1.3802,1.2304,-17.285997638525036,3.06896551724138,4.0,4.43333333333333,3.04,3.77272727272727,30.0,26.0,1.0,2.4987,3.091042,0.0,0.0,30.0,26.0,-0.07889954375886221,0.15561383294728048,-2.680300523578671,0.7741384383880008,-0.5160452005698994,0.11094355229087949,0.7780226320768784,-0.10847147456716666,-0.004930792358804226,-1.1028424792358802,-1.2162947248581086,-1.624480069954835,0.09082199598356566,-0.24791140549342552,0.1304800892481352,-1.0712889206514207,1.1679859942177873,-0.5179200369527684,0.16399589990985028,0.7754158008675958,-0.14783072130714586,-0.005856653588052655,-0.7406170440538349,-1.2172754350691373,-1.2992155646523695,1.3577806420954268
18,TO WEDGE,to wedge,wedge,to,VERB,,,,,0.7823834196891192,70,24,81,18,0.1818181818181818,0.7446808510638298,1.4333333333333331,2.3461538461538463,2.0792,1.9912,-15.906083221728156,2.67857142857143,2.73076923076923,4.43333333333333,2.8,3.0,30.0,26.0,1.0,2.555287,3.931826,1.6094379124341005,2.5649493574615367,30.0,26.0,0.0877671229078043,0.8863830637165113,-1.300386106781792,0.001411165660730962,-0.9064392892398492,0.11094355229087949,-0.49120813715389167,-0.3484714745671669,0.05165620764119572,-0.26205847923588,0.39314318757599187,0.9404692875067018,-0.015683473216204002,0.27577435507976583,0.7432201821090553,-0.5197511310800144,0.0021291046220195038,-0.9097324607613594,0.16399589990985028,-0.4895623023807204,-0.4749155448083313,0.06135576025358519,-0.17598612668184055,0.39346018273396816,0.7521620972796561,-0.23446650894610596
19,BETTY WHITE,betty white,betty white,,NOUN,famous people,Actors,,,0.9370629370629372,59,6,75,3,0.0384615384615384,0.9076923076923076,1.0333333333333334,0.074074074074074,,,-17.483165640761463,4.82758620689655,4.88461538461539,4.23333333333333,3.95833333333333,3.18181818181818,30.0,27.0,1.0,,,1.871802176901592,3.367295829986474,30.0,27.0,-0.3122328770921954,-1.385696708363261,-2.8774685258150985,0.18322934747891084,1.2425754890852705,-0.08905644770912069,1.6626380166922687,0.8098618587661632,,,0.6555074520434834,1.7428157600316392,0.13899604415761402,-0.9810714702958935,-1.1618879038815246,-1.1500949703629053,0.27644837276219825,1.2470898721912962,-0.1316425513989281,1.6570672061618819,1.1037230130619677,,,0.6560359940477245,1.3938572738645592,2.0779783139670225
20,UNFETTERED,unfettered,unfettered,,ADJ,,,,,0.7891891891891892,53,36,93,3,0.03125,0.5955056179775281,1.0416666666666667,2.272727272727273,1.2788,1.2553,-13.722043153854877,1.72413793103448,1.42307692307692,3.43333333333333,3.48,2.81818181818182,24.0,22.0,0.0,,,0.0,0.0,24.0,22.0,-0.3038995437588621,0.812956490289938,0.883653961091488,-0.18040701615744892,-1.8608727867767993,-0.8890564477091205,-1.7989004448462016,0.3315285254328333,,,-1.2162947248581086,-1.624480069954835,-0.008877703716133944,-0.954887182267234,0.6816529957450395,0.3531875212795581,-0.2721901635181593,-1.8676334968864703,-1.3141963566340402,-1.7928730754244413,0.45182478844502694,,,-1.2172754350691373,-1.2992155646523695,-0.13272086922871065
21,TO LOLL,to loll,loll,to,VERB,,,,,0.8630952380952381,61,17,84,6,0.0666666666666666,0.782051282051282,1.2857142857142858,2.125,0.7782,0.699,-17.505857112238793,2.24137931034483,1.73076923076923,3.1,3.16666666666667,1.76190476190476,14.0,16.0,1.0,,,,,14.0,16.0,-0.05985192471124301,0.6652292175626651,-2.9001599972924286,-1.236684072434509,-1.3436314074664493,-1.2223897810424504,-1.4912081371538917,0.018195192099503377,,,,,0.06502834518991496,-0.18806160428506025,0.5577856803221978,-1.1591645212483728,-1.8658544831896966,-1.348512935373504,-1.806927108815332,-1.4862117170612112,0.02479737998515092,,,,,0.9721678909406783
22,ROBERT HAYDEN,robert hayden,robert hayden,,NOUN,famous people,Literature,,,0.7677419354838709,42,33,77,3,0.0375,0.56,1.0,0.0,,,-17.429098471319517,4.5,3.46153846153846,1.6,3.16,2.68181818181818,22.0,20.0,1.0,,,0.6931471805599453,1.3862943611198906,22.0,20.0,-0.3455662104255288,-1.459770782437335,-2.823401356373152,-0.31677065252108916,0.9149892821887207,-2.7223897810424504,0.23956109361533828,0.011528525432833447,,,-0.5231475442981633,-0.2381857088349444,-0.030324957421452248,-1.085808622410532,-1.2239980107602144,-1.1284848713890765,-0.47792961462330136,0.9183135165664228,-4.024215493631168,0.23875842373194517,0.015711690443446887,,,-0.5235693632274756,-0.19049453786448783,-0.45335537623139777
23,TO VACUUM,to vacuum,vacuum,to,VERB,,,,,0.8303030303030303,63,15,74,13,0.1494252873563218,0.8076923076923077,1.3,1.0384615384615383,2.4698,2.3201,-15.897293856257408,3.71428571428571,4.19230769230769,4.79310344827586,3.16,2.22727272727273,30.0,26.0,1.0,2.80336,5.030438,0.0,0.6931471805599453,30.0,26.0,-0.045566210425528775,-0.4213092439757966,-1.291596741311043,-0.7713161070665389,0.12927499647443064,0.4707136672334098,0.9703303243845682,0.011528525432833447,0.2997292076411959,0.8365535207641202,-1.2162947248581086,-0.9313328893948897,0.03223613739770714,-0.14317425337878684,-0.3532620893262755,-0.5162381108923386,-1.1637277849737482,0.12974466360149212,0.695805297953804,0.9670791498446107,0.015711690443446887,0.35600974683949105,0.5617899268537659,-1.2172754350691373,-0.7448550512584287,0.4819273443677164
24,MALLORY,mallory,mallory,,NOUN,common names,girl,,,0.8604651162790697,66,15,82,9,0.0989010989010989,0.8148148148148148,1.2173913043478262,0.0,,,-13.122367813725598,3.60714285714286,2.38461538461538,2.82758620689655,3.12,2.90909090909091,23.0,19.0,0.0,0.510826,2.484907,,,23.0,19.0,-0.12817490607770265,-1.459770782437335,1.483329301220767,-0.08949792524835898,0.022132139331580536,-1.4948035741459007,-0.8373619833077415,-0.028471474567166588,-1.9928047923588041,-1.7089774792358798,,,0.062398223373746564,-0.4027402390541948,-1.2239980107602144,0.5928716694625454,-0.13503052944806987,0.022212547288100137,-2.209607068356602,-0.8345563305393555,-0.03880244680675069,-2.3669963138109327,-1.1476687494874225,,,0.9328478071914452
25,TO OCCUR,to occur,occur,to,VERB,,,,,0.6684782608695652,42,47,81,14,0.1473684210526315,0.4719101123595505,1.2666666666666666,2.576923076923077,2.5798,2.5289,-11.540467277921488,2.27586206896552,1.32,4.53333333333333,3.24,3.04545454545455,30.0,26.0,1.0,3.894368,6.74876,0.6931471805599453,1.3862943611198906,30.0,26.0,-0.07889954375886221,1.1171522944857422,3.0652298370248765,0.04686571111528082,-1.3091486488457593,0.21094355229087913,-1.9019773679231216,0.09152852543283352,1.390737207641196,2.55487552076412,-0.5231475442981633,-0.2381857088349444,-0.129588632035758,-0.24791140549342552,0.9367170535388195,1.225141261126395,0.07070892165707156,-1.3139048979393064,0.3118151255642388,-1.8956046304761196,0.12473996494384205,1.6518777235927682,1.7157340161804893,-0.5235693632274756,-0.19049453786448783,-1.9373383518857958
26,A GOVERNESS,a governess,governess,a,NOUN,people,Family,,,0.869281045751634,57,16,76,4,0.05,0.7808219178082192,1.1666666666666667,1.12,1.7404,1.4472,-14.971900091182992,3.6551724137931,3.03846153846154,3.63333333333333,3.28,2.63636363636364,30.0,25.0,1.0,2.206441,3.091042,0.0,0.0,30.0,25.0,-0.17889954375886208,-0.33977078243733483,-0.366202976236627,-0.36222519797562924,0.07016169598182076,-0.6890564477091203,-0.18351582946158151,0.1315285254328331,-0.2971897923588043,-1.1028424792358802,-1.2162947248581086,-1.624480069954835,0.07121415284631083,-0.5621228618373402,-0.28489319475442526,-0.14636761351972294,-0.5465094316583387,0.07041659942858326,-1.018557905325262,-0.18290094401749,0.17925410219403903,-0.35299350228021265,-0.7406170440538349,-1.2172754350691373,-1.2992155646523695,1.064645157054713
27,CONVINCING,convincing,convincing,,ADJ,,,,,0.6666666666666666,37,32,57,15,0.2083333333333333,0.5362318840579711,1.3,2.814814814814815,2.549,2.4983,-11.62576279396912,1.6551724137931,1.88461538461538,4.66666666666667,3.68,3.27272727272727,30.0,27.0,0.0,2.850225,4.025352,0.0,0.0,30.0,27.0,-0.045566210425528775,1.35504403237748,2.979934320977245,0.2741384383880008,-1.9298383040181792,0.3442768856242191,-1.3373619833077417,0.5315285254328335,0.34659420764119586,-0.16853247923588022,-1.2162947248581086,-1.624480069954835,-0.13140022623865655,-0.14317425337878684,1.1361860506299961,1.1910495089071065,0.41360800683228766,-1.9368495717548655,0.5089074264367673,-1.3328810378796012,0.7243954746960148,0.4116746482247625,-0.11317847194752947,-1.2172754350691373,-1.2992155646523695,-1.9644215216993401
28,TO STRAGGLE,to straggle,straggle,to,VERB,,,,,0.73125,48,29,69,14,0.1686746987951807,0.6233766233766234,1.35,2.35,0.301,0.301,-17.75249863015519,2.27586206896552,2.15384615384615,3.53333333333333,2.16,2.54545454545455,20.0,20.0,1.0,,,,,20.0,20.0,0.00443378957447127,0.8902292175626652,-3.1468015152088267,-0.4531342888847192,-1.3091486488457593,-0.7890564477091204,-1.0681312140769714,-0.9884714745671666,,,,,-0.06681689290532322,0.013931474793170851,0.746445129966218,-1.2577446331395945,-0.6836690657284281,-1.3139048979393064,-1.1663771309796511,-1.0645523493117757,-1.3471417408114914,,,,,-0.9989065178464861
29,TO CHAPERONE,to chaperone,chaperone,to,VERB,,,,,0.8,52,22,72,9,0.1111111111111111,0.7027027027027027,1.0666666666666669,1.6,2.0043,1.9138,-16.819839072829023,2.89285714285714,2.80769230769231,4.36666666666667,3.24,1.86363636363636,30.0,25.0,1.0,,,0.6931471805599453,0.6931471805599453,30.0,25.0,-0.27889954375886195,0.14022921756266515,-2.214141957882658,-1.134952470702909,-0.6921535749541392,0.044276885624219275,-0.41428506023081146,0.09152852543283352,,,-0.5231475442981633,-0.9313328893948897,0.001933107094676867,-0.8763343181812548,0.1175802978194843,-0.8849700723343215,-1.7123663212541216,-0.6946682281345656,0.06544974947360044,-0.4128969627899101,0.12473996494384205,,,-0.5235693632274756,-0.7448550512584287,0.028899776577521265
30,SHRILL,shrill,shrill,,ADJ,,,,,0.7857142857142857,53,35,90,4,0.0425531914893617,0.6022727272727273,1.2,2.652173913043478,1.3979,1.3424,-12.983222752699971,2.24137931034483,2.07692307692308,4.13333333333333,1.96,3.77272727272727,30.0,23.0,0.0,2.662588,4.276666,0.6931471805599453,1.9459101490553128,30.0,23.0,-0.14556621042552886,1.1924031306061431,1.6224743622463933,0.7741384383880008,-1.3436314074664493,-0.18905644770912033,-1.1450542910000414,-1.1884714745671667,0.1589572076411958,0.0827815207641196,-0.5231475442981633,0.32143007910047783,-0.012352607191037479,-0.4573857097227022,0.9998138594398293,0.6484865383657877,1.1679859942177873,-1.348512935373504,-0.27946177705331665,-1.1412176889025758,-1.6197124270624794,0.1888048071658017,0.055592168750230306,-0.5235693632274756,0.2570711512184903,-0.1846703625235718
31,ZINC,zinc,zinc,,NOUN,chemical element,metal,famous,,0.8529411764705882,60,20,85,5,0.0555555555555555,0.75,1.2413793103448276,0.1923076923076923,1.6435,1.5051,-11.63980302685234,4.27586206896552,2.96153846153846,3.93333333333333,3.12,1.9047619047619,29.0,26.0,0.0,1.858899,4.330733,0.6931471805599453,2.70805020110221,29.0,26.0,-0.1041869000807012,-1.2674630901296426,2.965894088094025,-1.093826929577369,0.6908513511542402,-0.3890564477091205,-0.2604389063846617,-0.028471474567166588,-0.6447317923588041,0.13684852076412035,-0.5231475442981633,1.083570131147375,0.054874283565265025,-0.32736717606315086,-1.0627506179020776,1.185437770298379,-1.6503179153652725,0.6933612732441421,-0.575100228362095,-0.25956628360830025,-0.03880244680675069,-0.7657939110552053,0.09190101835910969,-0.5235693632274756,0.8666103117031282,0.8203655861874499
