,word_upper,word_lower,pos,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),# meanings (Wordnet),# synonyms (Wordnet),Subtlex frequency,Log Subtlex frequency,Subtlex CD,Log Subtlex CD,Arousal,Concreteness,Familiarity,Imageability,Valence,GloVe distinctiveness,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),false.alarm.rate,hit.rate
55,ANONYMOUS,anonymous,a,0.75,61,12,56,27,1.5,1.6363636363636398,2,3,8.41,2.6335,3.85,2.5105,2.8695652173913,2.38461538461538,4.7407407407407405,1.60714285714286,3.11111111111111,0.09164939892594802,30,0.6666666666666666,22,2.6363636363636402,0.3793103448275856,0.3253012048192771,0.8356164383561644
56,ANTHEM,anthem,n,0.7975460122699386,54,25,76,8,1.55555555555556,1.52173913043478,2,3,1.88,1.9868,0.86,1.8633,3.38888888888889,2.96428571428571,4.93103448275862,2.56,3.89655172413793,0.09581595789106047,27,0.642857142857141,23,2.52173913043478,0.3965517241379313,0.09523809523809523,0.6835443037974683
57,ANTIDOTE,antidote,n,0.7465753424657534,44,25,65,12,1.24137931034483,1.6666666666666698,1,2,4.33,2.3464,0.98,1.9191,3.04545454545455,3.2592592592592595,4.58620689655172,2.89655172413793,4.03448275862069,0.12454893467089174,29,0.8055555555555539,27,2.6666666666666696,0.3749999999999995,0.15584415584415584,0.6376811594202898
58,ANTOINETTE,antoinette,,0.8969696969696971,67,13,81,4,1.11111111111111,0.0,0,0,1.24,1.8062,0.33,1.4624,2.82608695652174,3.69230769230769,3.46428571428571,3.14285714285714,3.2592592592592595,0.057765395433126136,27,0.9000000000000009,19,1.0,1.0,0.047058823529411764,0.8375
59,ANTS,ants,n,0.8579881656804734,65,16,80,8,1.07407407407407,0.517241379310345,1,3,7.16,2.5635,1.75,2.1703,2.5833333333333304,4.92857142857143,5.0,4.89285714285714,2.3448275862069,0.12221856273040012,27,0.9310344827586242,29,1.517241379310345,0.6590909090909091,0.09090909090909093,0.8024691358024691
60,ANUS,anus,n,0.9240506329113924,71,5,75,7,1.3703703703703702,2.81818181818182,1,1,1.1,1.7559,0.49,1.6232,3.18181818181818,4.730769230769232,4.66666666666667,4.57692307692308,2.1923076923076903,0.11515584108795562,27,0.7297297297297299,22,3.81818181818182,0.2619047619047617,0.08536585365853659,0.9342105263157896
61,ANVILS,anvils,n,0.8502994011976048,60,20,82,5,1.03703703703704,0.19047619047619,2,3,0.16,0.9542,0.04,0.6021,2.72222222222222,4.53571428571429,4.2758620689655205,4.2,2.71428571428571,0.06367547924333251,27,0.9642857142857114,21,1.19047619047619,0.8400000000000003,0.05747126436781608,0.75
62,ANXIETIES,anxieties,n,0.8461538461538461,50,19,71,3,1.07142857142857,2.07407407407407,2,3,0.53,1.4472,0.32,1.4472,3.7391304347826098,1.86206896551724,4.703703703703701,2.24,1.51724137931034,0.12005747960372315,28,0.9333333333333346,27,3.07407407407407,0.32530120481927755,0.040540540540540536,0.7246376811594203
63,APHRODITE,aphrodite,n,0.8461538461538461,59,19,84,7,1.20833333333333,0.4,1,2,1.98,2.0086,0.42,1.5563,4.22727272727273,3.28,3.88461538461538,3.81481481481481,3.96153846153846,0.06852342082848238,24,0.827586206896554,20,1.4,0.7142857142857143,0.07692307692307693,0.7564102564102564
64,APIECE,apiece,r,0.7619047619047619,34,33,78,2,1.15,1.38095238095238,1,5,3.96,2.3075,2.01,2.2304,2.4210526315789505,2.0,3.931034482758621,1.76,3.21428571428571,0.08863499290268817,20,0.8695652173913044,21,2.38095238095238,0.42000000000000015,0.025,0.5074626865671642
65,APOTHECARY,apothecary,n,0.8299319727891157,51,19,71,6,1.04,1.1304347826087,1,6,0.39,1.3222,0.11,1.0,3.0,4.07692307692308,3.71428571428571,3.68,3.46428571428571,0.08260393518993432,25,0.9615384615384616,23,2.1304347826087,0.4693877551020399,0.07792207792207792,0.7285714285714285
66,APPROXIMATE,approximate,v,0.7650602409638554,44,34,83,5,1.2962962962963,2.38095238095238,5,14,1.25,1.8129,0.69,1.7709,2.2727272727272703,1.8,4.9,1.4166666666666698,3.10344827586207,0.06757747024043212,27,0.7714285714285692,21,3.38095238095238,0.29577464788732405,0.05681818181818181,0.5641025641025641
67,APTITUDE,aptitude,n,0.7810218978102191,38,27,69,3,1.21428571428571,2.0,1,1,1.08,1.7482,0.49,1.6232,3.2083333333333304,2.1923076923076903,4.53571428571429,1.35714285714286,3.77777777777778,0.09041761984218727,28,0.8235294117647088,22,3.0,0.3333333333333333,0.041666666666666664,0.5846153846153846
68,AQUARIUM,aquarium,n,0.8224852071005917,66,15,73,15,1.39285714285714,0.555555555555556,1,3,2.76,2.1523,1.01,1.9345,3.0,4.78571428571429,4.888888888888889,5.0,4.0,0.08557323270408068,28,0.7179487179487195,27,1.5555555555555558,0.6428571428571427,0.17045454545454544,0.8148148148148148
69,ARCHITECT,architect,n,0.8392857142857143,63,17,78,10,1.25,1.20833333333333,1,2,6.55,2.525,2.01,2.2304,2.48,3.928571428571431,4.75862068965517,3.8,3.68965517241379,0.06452929845323968,28,0.8,24,2.2083333333333304,0.452830188679246,0.11363636363636365,0.7875
70,ARENA,arena,n,0.7876712328767124,45,23,70,8,1.5,2.03703703703704,4,13,3.63,2.2695,1.38,2.0682,4.0454545454545485,4.26923076923077,4.89285714285714,4.68,3.37931034482759,0.11688707497773458,26,0.6666666666666666,27,3.03703703703704,0.3292682926829265,0.10256410256410256,0.6617647058823529
71,ARGH,argh,,0.8720930232558141,66,14,84,8,1.12,1.70588235294118,0,0,5.78,2.4713,1.42,2.0792,3.16,1.74074074074074,3.79310344827586,1.53333333333333,2.20689655172414,0.09731273714126078,25,0.8928571428571428,17,2.7058823529411806,0.3695652173913038,0.08695652173913042,0.825
72,ARGO,argo,n,0.8272251308900523,71,17,87,16,1.27777777777778,0.0666666666666667,1,1,0.82,1.6335,0.11,1.0,2.45454545454545,3.40740740740741,2.41379310344828,2.10344827586207,3.0,0.04970864598733515,18,0.7826086956521726,15,1.0666666666666669,0.9375,0.1553398058252427,0.8068181818181818
73,ARGUE,argue,v,0.7329545454545454,42,42,87,5,1.11111111111111,3.72413793103448,3,8,19.75,3.0035,9.7,2.9112,3.875,2.71428571428571,5.0,3.0714285714285694,1.85714285714286,0.13421377138686122,27,0.9000000000000009,29,4.72413793103448,0.2116788321167884,0.05434782608695652,0.5
74,ARID,arid,s,0.8166666666666667,59,30,88,3,1.23076923076923,2.0,2,5,0.31,1.2304,0.19,1.2304,2.6956521739130404,3.13793103448276,3.88888888888889,2.8,2.31034482758621,0.10144866381808254,26,0.8125000000000006,24,3.0,0.3333333333333333,0.03296703296703297,0.6629213483146067
75,ARKS,arks,n,0.8324324324324325,61,27,93,4,1.2173913043478302,1.56,2,3,0.06,0.6021,0.04,0.6021,2.68,4.03571428571429,3.93333333333333,3.6296296296296298,3.3214285714285694,0.056104709968602735,23,0.8214285714285688,25,2.56,0.390625,0.041237113402061855,0.6931818181818182
76,ARMIES,armies,n,0.7696629213483146,50,34,87,7,1.1923076923076898,1.6086956521739098,3,9,3.49,2.2529,1.43,2.0828,4.16666666666667,4.03571428571429,4.93103448275862,4.48,2.21428571428571,0.10380594422580988,26,0.8387096774193564,23,2.60869565217391,0.3833333333333338,0.07446808510638298,0.5952380952380952
77,ARMS,arms,n,0.7513812154696132,55,31,81,14,2.3703703703703702,2.04761904761905,10,27,59.8,3.4844,22.45,3.2751,2.9047619047619,4.57692307692308,4.96296296296296,4.888888888888889,3.26923076923077,0.14089906132239433,27,0.4218750000000001,21,3.0476190476190497,0.3281249999999997,0.14736842105263154,0.6395348837209303
78,ARSONIST,arsonist,n,0.7924528301886793,47,28,79,5,1.0,1.5,1,3,1.02,1.7243,0.27,1.3802,4.32,4.21428571428571,4.76666666666667,3.35714285714286,1.3448275862069,0.05889540354342687,27,1.0,28,2.5,0.4,0.05952380952380953,0.6266666666666667
79,ARTERIAL,arterial,a,0.8064516129032258,61,28,89,8,1.32,1.06666666666667,1,1,1.33,1.8388,0.66,1.7482,3.2727272727272703,2.9615384615384603,3.63333333333333,2.4583333333333304,2.62068965517241,0.0631499396539867,25,0.7575757575757576,15,2.06666666666667,0.4838709677419347,0.08247422680412371,0.6853932584269663
80,ARTIFICIALLY,artificially,r,0.7485029940119761,55,25,70,17,1.25925925925926,2.0833333333333304,1,3,0.71,1.5682,0.36,1.4914,2.4210526315789505,1.9642857142857095,4.89655172413793,2.0,2.51724137931034,0.12788175092038606,27,0.7941176470588229,24,3.0833333333333304,0.3243243243243247,0.19540229885057472,0.6875
81,ARTY,arty,s,0.8888888888888888,57,15,79,2,1.33333333333333,1.47058823529412,1,1,1.08,1.7482,0.32,1.4472,3.2727272727272703,2.44827586206897,3.18518518518519,2.44,3.89285714285714,0.0999421019926438,21,0.7500000000000019,17,2.47058823529412,0.4047619047619044,0.02469135802469136,0.7916666666666666
82,ASBESTOS,asbestos,n,0.8735632183908046,67,16,85,6,1.0,0.27586206896551696,1,1,1.29,1.8261,0.51,1.6435,2.9583333333333304,4.60714285714286,4.6,3.34615384615385,1.75862068965517,0.07377336465070554,27,1.0,29,1.2758620689655171,0.7837837837837841,0.06593406593406594,0.8072289156626506
83,ASCENDING,ascending,n,0.7368421052631579,56,24,70,21,1.4642857142857095,3.375,10,20,0.69,1.5563,0.37,1.5051,3.43478260869565,2.7037037037037,4.79310344827586,2.8,3.44827586206897,0.08169685676332106,28,0.6829268292682947,24,4.375,0.2285714285714285,0.2307692307692308,0.7
84,ASHTRAY,ashtray,n,0.7823834196891192,61,30,90,12,1.03448275862069,0.555555555555556,1,1,3.25,2.2227,1.39,2.0719,1.77272727272727,4.888888888888889,4.6551724137931,4.86206896551724,2.1724137931034497,0.08788525685590716,29,0.9666666666666665,27,1.5555555555555558,0.6428571428571427,0.1176470588235294,0.6703296703296703
